company,location,total_laid_off,date,percentage_laid_off,industry,source,stage,funds_raised,country,date_added,industry_group,stage_group,year,quarter,month,month_name,year_month,day_of_week,macro_regime,region,laid_off_log,funding_log,severity_magnitude,severity_intensity,prev_event_date,days_since_prior_layoff,event_sequence_number,company_total_events,is_repeated_restructurer,wrri_intensity_comp,wrri_magnitude_comp,wrri_recurrence_comp,wrri_velocity_comp,wrri_score,wrri_category
Sundae,SF Bay Area,,2022-06-30,0.15,Real Estate,https://www.realtrends.com/articles/sundae-lays-off-15-of-employees/,Series C,135.0,United States,2022-06-30,Real Estate & PropTech,Late Stage (Series C-D),2022,2,6,June,2022-06,Thursday,Phase 2: Tech Overhiring & Peak Valuation,North America,,4.912654885736052,Unreported,Substantial (10% - 20%),,,1,1,False,7.5,12.2,5.0,5.0,29.7,Lower Risk Exposure
Sunday,Atlanta,90.0,2022-06-24,0.23,Finance,https://www.lesechos.fr/start-up/ecosysteme/la-fintech-sunday-coupe-dans-ses-effectifs-1415671,Series A,124.0,United States,2022-06-28,Fintech & Financial Services,Early Venture (Series A),2022,2,6,June,2022-06,Friday,Phase 2: Tech Overhiring & Peak Valuation,North America,4.51085950651685,4.8283137373023015,Moderate (41 - 200),Severe (20% - 40%),,,1,1,False,11.5,12.2,5.0,5.0,33.7,Lower Risk Exposure
SundaySky,New York City,24.0,2022-07-11,0.13,Marketing,https://en.globes.co.il/en/article-clearhaven-partners-buys-israeli-co-sundaysky-1001417731,Series D,74.0,United States,2022-07-11,Marketing & Media,Late Stage (Series C-D),2022,3,7,July,2022-07,Monday,Phase 3: Rate Hikes & Tech Contraction,North America,3.2188758248682006,4.31748811353631,Low (<= 40),Substantial (10% - 20%),,,1,1,False,6.5,8.7,5.0,5.0,25.2,Lower Risk Exposure
Sunfolding,SF Bay Area,,2023-12-09,1.0,Energy,https://www.openthenews.com/sunfolding-an-inventive-solar-tracker-startup-has-shut-down/,Series B,32.0,United States,2023-12-10,Other / Diversified,Expansion Stage (Series B),2023,4,12,December,2023-12,Saturday,Phase 3: Rate Hikes & Tech Contraction,North America,,3.4965075614664802,Unreported,Existential / Drastic (> 40%),,,1,1,False,25.0,12.2,5.0,5.0,47.2,Moderate Risk Exposure
SuperLearn,"Bengaluru, Non-U.S.",,2022-06-21,1.0,Education,https://inc42.com/buzz/another-edtech-startup-bites-the-dust-bengaluru-based-superlearn-shuts-shop/,Seed,,India,2022-06-22,EdTech & Learning,Early Stage (Seed),2022,2,6,June,2022-06,Tuesday,Phase 2: Tech Overhiring & Peak Valuation,Asia-Pacific,,,Unreported,Existential / Drastic (> 40%),,,1,1,False,25.0,12.2,5.0,5.0,47.2,Moderate Risk Exposure
SuperOps,"Chennai, Non-U.S.",60.0,2026-04-24,0.3,Other,https://inc42.com/buzz/superops-lays-off-30-staff-in-ai-led-restructuring-push/,Series C,54.0,India,2026-04-30,Other / Diversified,Late Stage (Series C-D),2026,2,4,April,2026-04,Friday,Phase 4: AI Pivot & Structural Realignment,Asia-Pacific,4.110873864173311,4.007333185232471,Moderate (41 - 200),Severe (20% - 40%),,,1,1,False,15.0,11.2,5.0,5.0,36.2,Moderate Risk Exposure
SuperRare,Wilmington,,2023-01-06,0.3,Crypto,https://techcrunch.com/2023/01/06/nft-marketplace-superrare-cuts-30-of-staff/,Series A,9.0,United States,2023-01-06,Fintech & Financial Services,Early Venture (Series A),2023,1,1,January,2023-01,Friday,Phase 3: Rate Hikes & Tech Contraction,North America,,2.302585092994046,Unreported,Severe (20% - 40%),,,1,1,False,15.0,12.2,5.0,5.0,37.2,Moderate Risk Exposure
Superhuman,SF Bay Area,23.0,2022-06-03,0.22,Consumer,https://www.businessinsider.com/superhuman-email-startup-lays-off-22-percent-staff-2022-6,Series C,108.0,United States,2022-06-03,Consumer & Retail,Late Stage (Series C-D),2022,2,6,June,2022-06,Friday,Phase 2: Tech Overhiring & Peak Valuation,North America,3.1780538303479458,4.6913478822291435,Low (<= 40),Severe (20% - 40%),,,1,1,False,11.0,8.6,5.0,5.0,29.6,Lower Risk Exposure
Superloop,"Brisbane, Non-U.S.",30.0,2020-08-24,,Infrastructure,https://www.arnnet.com.au/article/682373/superloop-reduces-losses-30-workers-laid-off-amid-covid-19/,Post-IPO,36.0,Australia,2022-06-26,Enterprise & Infrastructure,Public (Post-IPO),2020,3,8,August,2020-08,Monday,Phase 1: COVID Shock & Virtualization,Asia-Pacific,3.4339872044851463,3.6109179126442243,Low (<= 40),Unreported,,,1,1,False,8.5,9.3,5.0,5.0,27.8,Lower Risk Exposure
Supernal,Los Angeles,296.0,2026-03-04,0.8,Transportation,https://www.latimes.com/business/story/2026-03-04/irvine-startup-lays-off-close-to-300-employees,Unknown,,United States,2026-03-07,Travel & Transportation,Unspecified / Private,2026,1,3,March,2026-03,Wednesday,Phase 4: AI Pivot & Structural Realignment,North America,5.6937321388027,,High (201 - 500),Existential / Drastic (> 40%),,,1,1,False,25.0,15.5,5.0,5.0,50.5,Moderate Risk Exposure
Superpedestrian,Boston,35.0,2022-06-22,0.07,Transportation,https://techcrunch.com/2022/06/22/superpedestrian-voi-among-the-latest-micromobility-layoffs/,Series C,261.0,United States,2022-06-23,Travel & Transportation,Late Stage (Series C-D),2022,2,6,June,2022-06,Wednesday,Phase 2: Tech Overhiring & Peak Valuation,North America,3.58351893845611,5.568344503761097,Low (<= 40),Targeted (< 10%),,,1,2,True,3.5,9.7,15.0,5.0,33.2,Lower Risk Exposure
Superpedestrian,Boston,,2023-12-15,,Transportation,https://techcrunch.com/2023/12/15/scooter-startup-superpedestrian-shutting-down-us-operations-explores-sale-of-europe-business/,Series C,262.0,United States,2023-12-18,Travel & Transportation,Late Stage (Series C-D),2023,4,12,December,2023-12,Friday,Phase 3: Rate Hikes & Tech Contraction,North America,,5.572154032177765,Unreported,Unreported,2022-06-22,541.0,2,2,True,8.5,12.2,15.0,7.0,42.7,Moderate Risk Exposure
Sure,New York City,70.0,2025-02-03,,Finance,https://www.theinsurer.com/ti/news/embedded-insurtech-sure-slashes-headcount-by-around-70-amid-latest-fundraising-2025-02-03/,Series C,123.0,United States,2025-02-05,Fintech & Financial Services,Late Stage (Series C-D),2025,1,2,February,2025-02,Monday,Phase 4: AI Pivot & Structural Realignment,North America,4.2626798770413155,4.820281565605037,Moderate (41 - 200),Unreported,,,1,1,False,8.5,11.6,5.0,5.0,30.1,Lower Risk Exposure
SurveyMonkey,SF Bay Area,180.0,2022-10-10,0.11,Marketing,https://www.sec.gov/ix?doc=/Archives/edgar/data/1739936/000095017022019536/mntv-20221010.htm,Post-IPO,1100.0,United States,2022-10-13,Marketing & Media,Public (Post-IPO),2022,4,10,October,2022-10,Monday,Phase 3: Rate Hikes & Tech Contraction,North America,5.198497031265826,7.00397413672268,Moderate (41 - 200),Substantial (10% - 20%),,,1,2,True,5.5,14.1,15.0,5.0,39.6,Moderate Risk Exposure
SurveyMonkey,SF Bay Area,,2023-02-15,0.14,Marketing,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001739936/b9e6bc4a-1447-4316-be95-a69aca1214cb.pdf,Post-IPO,1100.0,United States,2023-02-17,Marketing & Media,Public (Post-IPO),2023,1,2,February,2023-02,Wednesday,Phase 3: Rate Hikes & Tech Contraction,North America,,7.00397413672268,Unreported,Substantial (10% - 20%),2022-10-10,128.0,2,2,True,7.0,12.2,15.0,20.0,54.2,Moderate Risk Exposure
Swappie,"Helsinki, Non-U.S.",250.0,2022-06-15,0.17,Retail,https://swappie.com/fi/blogi/viesti-swappien-toimitusjohtajalta/,Series C,169.0,Finland,2022-06-15,Consumer & Retail,Late Stage (Series C-D),2022,2,6,June,2022-06,Wednesday,Phase 2: Tech Overhiring & Peak Valuation,Europe,5.5254529391317835,5.135798437050262,High (201 - 500),Substantial (10% - 20%),,,1,1,False,8.5,15.0,5.0,5.0,33.5,Lower Risk Exposure
SweetEscape,"Jakarta, Non-U.S.",,2020-04-15,0.3,Consumer,https://dealstreetasia.com/stories/sweetescape-layoffs-184295/,Series A,7.0,Indonesia,2020-04-20,Consumer & Retail,Early Venture (Series A),2020,2,4,April,2020-04,Wednesday,Phase 1: COVID Shock & Virtualization,Asia-Pacific,,2.0794415416798357,Unreported,Severe (20% - 40%),,,1,1,False,15.0,12.2,5.0,5.0,37.2,Moderate Risk Exposure
Sweetgreen,Los Angeles,35.0,2020-04-17,0.1,Food,https://dot.la/sweetgreen-layoffs-2645746821.html,Series I,478.0,United States,2020-04-17,Consumer & Retail,Growth Stage (Series E+),2020,2,4,April,2020-04,Friday,Phase 1: COVID Shock & Virtualization,North America,3.58351893845611,6.171700597410915,Low (<= 40),Substantial (10% - 20%),,,1,2,True,5.0,9.7,15.0,5.0,34.7,Lower Risk Exposure
Sweetgreen,Los Angeles,,2022-08-09,,Food,https://www.cnbc.com/2022/08/09/sweetgreen-stock-plummets-after-salad-chain-cuts-forecast-announces-layoffs.html,Post-IPO,478.0,United States,2022-08-09,Consumer & Retail,Public (Post-IPO),2022,3,8,August,2022-08,Tuesday,Phase 3: Rate Hikes & Tech Contraction,North America,,6.171700597410915,Unreported,Unreported,2020-04-17,844.0,2,2,True,8.5,12.2,15.0,7.0,42.7,Moderate Risk Exposure
Swiggy,"Bengaluru, Non-U.S.",800.0,2020-04-21,,Food,https://entrackr.com/2020/04/exclusive-swiggy-to-lay-off-cloud-kitchen-staff-shuts-down-kitchens/,Series I,1600.0,India,2020-04-22,Consumer & Retail,Growth Stage (Series E+),2020,2,4,April,2020-04,Tuesday,Phase 1: COVID Shock & Virtualization,Asia-Pacific,6.68586094706836,7.3783837129967145,Mega-Event (> 500),Unreported,,,1,6,True,8.5,18.1,25.0,5.0,56.6,Elevated Risk Exposure
Swiggy,"Bengaluru, Non-U.S.",1100.0,2020-05-18,0.14,Food,https://www.nytimes.com/reuters/2020/05/18/technology/18reuters-india-swiggy-layoffs.html,Series I,1600.0,India,2020-05-18,Consumer & Retail,Growth Stage (Series E+),2020,2,5,May,2020-05,Monday,Phase 1: COVID Shock & Virtualization,Asia-Pacific,7.00397413672268,7.3783837129967145,Mega-Event (> 500),Substantial (10% - 20%),2020-04-21,27.0,2,6,True,7.0,19.0,25.0,25.0,76.0,Critical / Chronic Risk Exposure
Swiggy,"Bengaluru, Non-U.S.",350.0,2020-07-27,0.05,Food,https://www.livemint.com/companies/news/350-swiggy-employees-lose-their-jobs-in-round-2-of-layoffs-11595951553823.html,Series I,1600.0,India,2020-07-28,Consumer & Retail,Growth Stage (Series E+),2020,3,7,July,2020-07,Monday,Phase 1: COVID Shock & Virtualization,Asia-Pacific,5.860786223465865,7.3783837129967145,High (201 - 500),Targeted (< 10%),2020-05-18,70.0,3,6,True,2.5,15.9,25.0,25.0,68.4,Elevated Risk Exposure
Swiggy,"Bengaluru, Non-U.S.",250.0,2022-12-08,0.03,Food,https://inc42.com/buzz/swiggy-fire-250-employees-further-layoffs-store/,Unknown,3600.0,India,2022-12-09,Consumer & Retail,Unspecified / Private,2022,4,12,December,2022-12,Thursday,Phase 3: Rate Hikes & Tech Contraction,Asia-Pacific,5.5254529391317835,8.188966863648876,High (201 - 500),Targeted (< 10%),2020-07-27,864.0,4,6,True,1.5,15.0,25.0,7.0,48.5,Moderate Risk Exposure
Swiggy,"Bengaluru, Non-U.S.",380.0,2023-01-20,0.06,Food,https://economictimes.indiatimes.com/tech/startups/swiggy-to-layoff-380-employees-ceo-majety-tells-staff/articleshow/97164568.cms,Unknown,3600.0,India,2023-01-20,Consumer & Retail,Unspecified / Private,2023,1,1,January,2023-01,Friday,Phase 3: Rate Hikes & Tech Contraction,Asia-Pacific,5.942799375126701,8.188966863648876,High (201 - 500),Targeted (< 10%),2022-12-08,43.0,5,6,True,3.0,16.1,25.0,25.0,69.1,Elevated Risk Exposure
Swiggy,"Bengaluru, Non-U.S.",400.0,2024-01-25,0.07,Food,https://techcrunch.com/2024/01/25/swiggy-to-cut-another-400-jobs-ahead-of-ipo-later-this-year/,Unknown,3600.0,India,2024-01-25,Consumer & Retail,Unspecified / Private,2024,1,1,January,2024-01,Thursday,Phase 4: AI Pivot & Structural Realignment,Asia-Pacific,5.993961427306569,8.188966863648876,High (201 - 500),Targeted (< 10%),2023-01-20,370.0,6,6,True,3.5,16.3,25.0,7.0,51.8,Moderate Risk Exposure
Swing Education,SF Bay Area,,2020-09-05,,Education,https://www.sfchronicle.com/business/article/Bay-Area-startups-connect-families-teachers-for-15544289.php,Series B,22.8,United States,2020-09-08,EdTech & Learning,Expansion Stage (Series B),2020,3,9,September,2020-09,Saturday,Phase 1: COVID Shock & Virtualization,North America,,3.169685580677429,Unreported,Unreported,,,1,1,False,8.5,12.2,5.0,5.0,30.7,Lower Risk Exposure
Sword Health,New York City,13.0,2024-11-11,,Healthcare,https://www.businessinsider.com/3-billion-sword-health-cuts-physical-therapists-2024-11,Unknown,450.0,United States,2024-11-12,Healthcare & BioTech,Unspecified / Private,2024,4,11,November,2024-11,Monday,Phase 4: AI Pivot & Structural Realignment,North America,2.6390573296152584,6.111467339502679,Low (<= 40),Unreported,,,1,1,False,8.5,7.2,5.0,5.0,25.7,Lower Risk Exposure
Swyft,"Toronto, Non-U.S.",10.0,2022-06-15,0.3,Logistics,https://www.theglobeandmail.com/business/technology/article-shopify-backed-ecommerce-delivery-startup-swyft-latest-canadian-tech/,Series A,20.0,Canada,2022-06-15,Travel & Transportation,Early Venture (Series A),2022,2,6,June,2022-06,Wednesday,Phase 2: Tech Overhiring & Peak Valuation,North America,2.3978952727983707,3.044522437723423,Low (<= 40),Severe (20% - 40%),,,1,1,False,15.0,6.5,5.0,5.0,31.5,Lower Risk Exposure
Swyftx,"Brisbane, Non-U.S.",74.0,2022-08-17,0.21,Crypto,https://swyftx.com/au/media/press-releases/changes-to-the-team-2022/,Unknown,,Australia,2022-08-18,Fintech & Financial Services,Unspecified / Private,2022,3,8,August,2022-08,Wednesday,Phase 3: Rate Hikes & Tech Contraction,Asia-Pacific,4.31748811353631,,Moderate (41 - 200),Severe (20% - 40%),,,1,3,True,10.5,11.7,25.0,5.0,52.2,Moderate Risk Exposure
Swyftx,"Brisbane, Non-U.S.",90.0,2022-12-05,0.4,Crypto,https://www.smh.com.au/business/companies/worst-case-scenario-local-crypto-exchange-swyftx-lays-off-40-percent-of-staff-20221205-p5c3mu.html,Unknown,,Australia,2022-12-05,Fintech & Financial Services,Unspecified / Private,2022,4,12,December,2022-12,Monday,Phase 3: Rate Hikes & Tech Contraction,Asia-Pacific,4.51085950651685,,Moderate (41 - 200),Severe (20% - 40%),2022-08-17,110.0,2,3,True,20.0,12.2,25.0,20.0,77.2,Critical / Chronic Risk Exposure
Swyftx,"Brisbane, Non-U.S.",37.0,2026-04-15,0.15,Crypto,https://finance.yahoo.com/markets/crypto/articles/major-crypto-firm-replaces-ceo-233517857.html,Unknown,,Australia,2026-05-21,Fintech & Financial Services,Unspecified / Private,2026,2,4,April,2026-04,Wednesday,Phase 4: AI Pivot & Structural Realignment,Asia-Pacific,3.6375861597263857,,Low (<= 40),Substantial (10% - 20%),2022-12-05,1227.0,3,3,True,7.5,9.9,25.0,7.0,49.4,Moderate Risk Exposure
Syft Technologies,"Auckland, Non-U.S.",30.0,2023-02-10,0.2,Manufacturing,https://www.stuff.co.nz/business/better-business/131199817/christchurch-tech-company-syft-to-shed-20-of-its-workforce,Private Equity,,New Zealand,2023-04-22,Hardware & Manufacturing,Private Equity Owned,2023,1,2,February,2023-02,Friday,Phase 3: Rate Hikes & Tech Contraction,Asia-Pacific,3.4339872044851463,,Low (<= 40),Substantial (10% - 20%),,,1,1,False,10.0,9.3,5.0,5.0,29.3,Lower Risk Exposure
Symend,"Calgary, Non-U.S.",,2022-11-17,0.13,Other,https://www-theglobeandmail-com.cdn.ampproject.org/c/s/www.theglobeandmail.com/amp/business/article-symend-tealbook-latest-canadian-tech-startups-to-cut-staff-amid-market/,Series C,148.0,Canada,2022-11-17,Other / Diversified,Late Stage (Series C-D),2022,4,11,November,2022-11,Thursday,Phase 3: Rate Hikes & Tech Contraction,North America,,5.003946305945459,Unreported,Substantial (10% - 20%),,,1,3,True,6.5,12.2,25.0,5.0,48.7,Moderate Risk Exposure
Symend,"Calgary, Non-U.S.",50.0,2023-03-17,0.25,Other,https://betakit.com/symend-reduces-team-by-25-percent-in-restructuring-four-months-after-54-million-round/,Series C,148.0,Canada,2023-03-23,Other / Diversified,Late Stage (Series C-D),2023,1,3,March,2023-03,Friday,Phase 3: Rate Hikes & Tech Contraction,North America,3.9318256327243257,5.003946305945459,Moderate (41 - 200),Severe (20% - 40%),2022-11-17,120.0,2,3,True,12.5,10.7,25.0,20.0,68.2,Elevated Risk Exposure
Symend,"Calgary, Non-U.S.",,2024-05-10,,Other,https://www.linkedin.com/posts/symend_what-follows-is-a-summary-of-the-communication-activity-7194804652700307456-cTPR/,Series C,148.0,Canada,2024-08-09,Other / Diversified,Late Stage (Series C-D),2024,2,5,May,2024-05,Friday,Phase 4: AI Pivot & Structural Realignment,North America,,5.003946305945459,Unreported,Unreported,2023-03-17,420.0,3,3,True,8.5,12.2,25.0,7.0,52.7,Moderate Risk Exposure
Synamedia,"London, Non-U.S.",200.0,2023-02-22,0.12,Media,https://www.calcalistech.com/ctechnews/article/hk2uvdqcs,Unknown,,United Kingdom,2023-02-27,Marketing & Media,Unspecified / Private,2023,1,2,February,2023-02,Wednesday,Phase 3: Rate Hikes & Tech Contraction,Europe,5.303304908059076,,Moderate (41 - 200),Substantial (10% - 20%),,,1,1,False,6.0,14.4,5.0,5.0,30.4,Lower Risk Exposure
Synapse,SF Bay Area,,2023-06-14,0.18,Finance,https://medium.com/@sankaet/a-hard-decision-to-position-us-for-the-future-7f8a38f0fa69,Series B,50.0,United States,2023-06-15,Fintech & Financial Services,Expansion Stage (Series B),2023,2,6,June,2023-06,Wednesday,Phase 3: Rate Hikes & Tech Contraction,North America,,3.9318256327243257,Unreported,Substantial (10% - 20%),,,1,2,True,9.0,12.2,15.0,5.0,41.2,Moderate Risk Exposure
Synapse,SF Bay Area,86.0,2023-10-02,0.4,Finance,https://techcrunch.com/2023/10/06/a16z-backed-fintech-synapse-lays-off-40-of-its-staff/,Series B,50.0,United States,2023-10-06,Fintech & Financial Services,Expansion Stage (Series B),2023,4,10,October,2023-10,Monday,Phase 3: Rate Hikes & Tech Contraction,North America,4.465908118654584,3.9318256327243257,Moderate (41 - 200),Severe (20% - 40%),2023-06-14,110.0,2,2,True,20.0,12.1,15.0,20.0,67.1,Elevated Risk Exposure
SynapseFI,SF Bay Area,63.0,2020-06-12,0.48,Finance,https://www.forbes.com/sites/jeffkauflin/2020/06/15/fintech-startup-synapse-lays-off-nearly-50-of-full-time-staff/#6a6f57b0300e,Series B,50.0,United States,2020-06-13,Fintech & Financial Services,Expansion Stage (Series B),2020,2,6,June,2020-06,Friday,Phase 1: COVID Shock & Virtualization,North America,4.1588830833596715,3.9318256327243257,Moderate (41 - 200),Existential / Drastic (> 40%),,,1,1,False,24.0,11.3,5.0,5.0,45.3,Moderate Risk Exposure
Synapsica,"New Delhi, Non-U.S.",30.0,2022-10-21,0.3,Healthcare,https://yourstory.com/2022/10/healthtech-startup-synapsica-layoffs-30-people-workforce/amp,Series A,4.0,India,2022-10-22,Healthcare & BioTech,Early Venture (Series A),2022,4,10,October,2022-10,Friday,Phase 3: Rate Hikes & Tech Contraction,Asia-Pacific,3.4339872044851463,1.6094379124341003,Low (<= 40),Severe (20% - 40%),,,1,1,False,15.0,9.3,5.0,5.0,34.3,Lower Risk Exposure
Synctera,SF Bay Area,17.0,2024-03-26,0.15,Finance,https://techcrunch.com/2024/03/26/baas-startup-synctera-layoffs-fintech/,Series A,79.0,United States,2024-03-26,Fintech & Financial Services,Early Venture (Series A),2024,1,3,March,2024-03,Tuesday,Phase 4: AI Pivot & Structural Realignment,North America,2.8903717578961645,4.382026634673881,Low (<= 40),Substantial (10% - 20%),,,1,1,False,7.5,7.8,5.0,5.0,25.3,Lower Risk Exposure
Synergysuite,Salt Lake City,5.0,2020-04-02,0.07,Food,https://www.linkedin.com/feed/update/urn:li:activity:6651167936918753280?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6651167936918753280%2C6651190820756172801%29,Series A,6.0,United States,2020-04-03,Consumer & Retail,Early Venture (Series A),2020,2,4,April,2020-04,Thursday,Phase 1: COVID Shock & Virtualization,North America,1.791759469228055,1.9459101490553132,Low (<= 40),Targeted (< 10%),,,1,1,False,3.5,4.9,5.0,5.0,18.4,Lower Risk Exposure
Synlogic,Boston,,2022-12-01,0.25,Healthcare,https://www.fiercebiotech.com/biotech/sqz-ceo-exits-biotech-axes-60-staff-synlogic-succumbs-layoff-pressure,Post-IPO,321.0,United States,2022-12-11,Healthcare & BioTech,Public (Post-IPO),2022,4,12,December,2022-12,Thursday,Phase 3: Rate Hikes & Tech Contraction,North America,,5.7745515455444085,Unreported,Severe (20% - 40%),,,1,1,False,12.5,12.2,5.0,5.0,34.7,Lower Risk Exposure
Synopsys,SF Bay Area,100.0,2023-01-27,,Other,https://www.eastbaytimes.com/2023/01/27/synopsys-mountain-view-sunnyvale-job-layoff-tech-facebook-google/,Post-IPO,,United States,2023-01-28,Other / Diversified,Public (Post-IPO),2023,1,1,January,2023-01,Friday,Phase 3: Rate Hikes & Tech Contraction,North America,4.61512051684126,,Moderate (41 - 200),Unreported,,,1,3,True,8.5,12.5,25.0,5.0,51.0,Moderate Risk Exposure
Synopsys,SF Bay Area,2000.0,2025-11-12,0.1,Other,https://www.reuters.com/business/world-at-work/synopsys-cut-about-10-its-workforce-2025-11-12/,Post-IPO,,United States,2025-11-14,Other / Diversified,Public (Post-IPO),2025,4,11,November,2025-11,Wednesday,Phase 4: AI Pivot & Structural Realignment,North America,7.601402334583733,,Mega-Event (> 500),Substantial (10% - 20%),2023-01-27,1020.0,2,3,True,5.0,20.6,25.0,7.0,57.6,Elevated Risk Exposure
Synopsys,SF Bay Area,128.0,2026-09-01,,Other,https://www.sfchronicle.com/tech/article/amazon-synopsys-tech-layoffs-22413103.php,Post-IPO,,United States,2026-09-02,Other / Diversified,Public (Post-IPO),2026,3,9,September,2026-09,Tuesday,Phase 4: AI Pivot & Structural Realignment,North America,4.859812404361672,,Moderate (41 - 200),Unreported,2025-11-12,293.0,3,3,True,8.5,13.2,25.0,12.0,58.7,Elevated Risk Exposure
Synthego,SF Bay Area,105.0,2022-11-18,0.2,Healthcare,https://www.fiercebiotech.com/biotech/fierce-biotech-layoff-tracker-2022,Series E,459.0,United States,2022-11-29,Healthcare & BioTech,Growth Stage (Series E+),2022,4,11,November,2022-11,Friday,Phase 3: Rate Hikes & Tech Contraction,North America,4.663439094112067,6.131226489483141,Moderate (41 - 200),Substantial (10% - 20%),,,1,1,False,10.0,12.7,5.0,5.0,32.7,Lower Risk Exposure
Syte,"Tel Aviv, Non-U.S.",13.0,2022-07-05,0.08,Retail,https://www.themarker.com/technation/2022-07-04/ty-article/.premium/00000181-ca01-d0be-a5e9-ff132aa30000,Series C,71.0,Israel,2022-07-05,Consumer & Retail,Late Stage (Series C-D),2022,3,7,July,2022-07,Tuesday,Phase 3: Rate Hikes & Tech Contraction,Middle East,2.6390573296152584,4.276666119016055,Low (<= 40),Targeted (< 10%),,,1,1,False,4.0,7.2,5.0,5.0,21.2,Lower Risk Exposure
TADA,"Seoul, Non-U.S.",45.0,2023-06-15,0.6,Transportation,https://techcrunch.com/2023/06/15/socars-ride-hailing-platform-tada-adds-to-growing-list-of-tech-layoffs/,Subsidiary,,South Korea,2023-06-17,Travel & Transportation,Unspecified / Private,2023,2,6,June,2023-06,Thursday,Phase 3: Rate Hikes & Tech Contraction,Asia-Pacific,3.828641396489095,,Moderate (41 - 200),Existential / Drastic (> 40%),,,1,1,False,25.0,10.4,5.0,5.0,45.4,Moderate Risk Exposure
TCR2,Boston,30.0,2022-08-31,0.2,Healthcare,https://www.fiercebiotech.com/biotech/scoop-tcr2-therapeutics-just-laid-40-its-staff-its-second-round-cuts-less-six-months,Post-IPO,173.0,United States,2023-01-20,Healthcare & BioTech,Public (Post-IPO),2022,3,8,August,2022-08,Wednesday,Phase 3: Rate Hikes & Tech Contraction,North America,3.4339872044851463,5.159055299214529,Low (<= 40),Substantial (10% - 20%),,,1,2,True,10.0,9.3,15.0,5.0,39.3,Moderate Risk Exposure
TCR2,Boston,,2023-01-05,0.4,Healthcare,https://www.cmlviz.com/stocks/TCRR/news/b/2023/01/05/tcr2-therapeutics-to-be-streamlined-with-about-40-reduction-in-workforce,Post-IPO,173.0,United States,2023-01-06,Healthcare & BioTech,Public (Post-IPO),2023,1,1,January,2023-01,Thursday,Phase 3: Rate Hikes & Tech Contraction,North America,,5.159055299214529,Unreported,Severe (20% - 40%),2022-08-31,127.0,2,2,True,20.0,12.2,15.0,20.0,67.2,Elevated Risk Exposure
TIFIN,Boulder,24.0,2022-06-14,0.1,Crypto,https://www.axios.com/pro/fintech-deals/2022/06/14/coinbases-layoffs-hiring-freeze,Series D,204.0,United States,2022-06-15,Fintech & Financial Services,Late Stage (Series C-D),2022,2,6,June,2022-06,Tuesday,Phase 2: Tech Overhiring & Peak Valuation,North America,3.2188758248682006,5.3230099791384085,Low (<= 40),Substantial (10% - 20%),,,1,1,False,5.0,8.7,5.0,5.0,23.7,Lower Risk Exposure
TRM Labs,SF Bay Area,16.0,2023-04-18,0.09,Crypto,https://blockworks.co/news/crypto-hiring-custodian-copper,Series B,149.0,United States,2023-05-05,Fintech & Financial Services,Expansion Stage (Series B),2023,2,4,April,2023-04,Tuesday,Phase 3: Rate Hikes & Tech Contraction,North America,2.833213344056216,5.0106352940962555,Low (<= 40),Targeted (< 10%),,,1,1,False,4.5,7.7,5.0,5.0,22.2,Lower Risk Exposure
Tabnine,"Tel Aviv, Non-U.S.",15.0,2025-02-05,0.18,AI,https://www.calcalistech.com/ctechnews/article/h1jlmiek1l,Series B,57.0,Israel,2025-02-06,Other / Diversified,Expansion Stage (Series B),2025,1,2,February,2025-02,Wednesday,Phase 4: AI Pivot & Structural Realignment,Middle East,2.772588722239781,4.060443010546419,Low (<= 40),Substantial (10% - 20%),,,1,1,False,9.0,7.5,5.0,5.0,26.5,Lower Risk Exposure
Taboola,New York City,100.0,2022-09-13,0.06,Marketing,https://www.calcalistech.com/ctechnews/article/hybe11icxs,Post-IPO,445.0,United States,2022-09-13,Marketing & Media,Public (Post-IPO),2022,3,9,September,2022-09,Tuesday,Phase 3: Rate Hikes & Tech Contraction,North America,4.61512051684126,6.100318952020064,Moderate (41 - 200),Targeted (< 10%),,,1,2,True,3.0,12.5,15.0,5.0,35.5,Moderate Risk Exposure
Taboola,New York City,100.0,2026-04-15,0.05,Marketing,https://www.calcalistech.com/ctechnews/article/hku03an3bg,Post-IPO,445.0,United States,2026-05-05,Marketing & Media,Public (Post-IPO),2026,2,4,April,2026-04,Wednesday,Phase 4: AI Pivot & Structural Realignment,North America,4.61512051684126,6.100318952020064,Moderate (41 - 200),Targeted (< 10%),2022-09-13,1310.0,2,2,True,2.5,12.5,15.0,7.0,37.0,Moderate Risk Exposure
Tackle,Boise,,2023-02-15,0.15,Other,https://tackle.io/resources/company-news/tackle-update-from-ceo-john-jahnke/,Series C,148.0,United States,2023-02-15,Other / Diversified,Late Stage (Series C-D),2023,1,2,February,2023-02,Wednesday,Phase 3: Rate Hikes & Tech Contraction,North America,,5.003946305945459,Unreported,Substantial (10% - 20%),,,1,1,False,7.5,12.2,5.0,5.0,29.7,Lower Risk Exposure
